Month,Day,Date,treatment,blank_chl,rep,adult_only,time,chl_1,chl_2,water_removed,algae_added,water_added,size_class,clutch,clutch_size,observer,temp,NOTES
Sept,17,Sept_17,25,-0.051,27B,N,13:40,5.985,24.04,,5.5,,A,N,,JW,22.7,
Sept,18,Sept_18,25,-0.094,27C,N,9:58,6.345,23.26,,2,,J,N,,JW,22.7,
Sept,19,Sept_19,25,-0.118,27C,N,14:30,4.845,25.32,,7,,J,N,,JW,22.5,
Sept,20,Sept_20,25,0.451,27C,N,11:55,8.379,26.28,13,7,13,J,N,,AC,22.1,
Sept,21,Sept_21,25,-0.049,27C,N,11:07,8.116,26.62,,2.5,,A,N,,JH,22.5,
Sept,22,Sept_22,25,0.923,27C,N,15:27,6.845,26.78,5,4,,A,N,,JW,22,
Sept,23,Sept_23,25,-0.234,27C,N,14:40,15.03,23.32,,2,,A,N,,JW,21.6,
Sept,24,Sept_24,25,-0.303,27C,N,11:39,12.97,24.41,,2,,A,N,,JW,21.7,
Sept,25,Sept_25,25,0.248,27C,N,15:50,4.237,26.76,7.5,7,,A,Y,15,JW,22.3,
Sept,26,Sept_26,25,0.111,27C,N,13:54,14.63,26.46,,8,,A,N,,AP,21.7,
Sept,27,Sept_27,25,0.104,27C,N,11:55,3.453,24.9,,7,,A,N,,AC,22,
Sept,28,Sept_28,25,0.312,27C,N,10:38,2.044,24.45,5,5.5,15,A,Y,22,JH,21.9,
Sept,29,Sept_29,25,-0.018,27C,N,14:13,4.52,27.02,,2.75,,A,N,,JW,21.2,
Sept,30,Sept_30,25,0.065,27C,N,13:59,6.441,27.06,,2.5,,A,Y,25,JW,21.7,
Sept,4,Sept_4,75,-0.312,28A,Y,15:24,,73.06,24,27,,A,N,,JW,22.1,
Sept,5,Sept_5,75,0.218,28A,Y,10:40,40.83,74.16,,10,,A,N,,JW,22.2,
Sept,6,Sept_6,75,0.325,28A,Y,14:07,70.58,75.73,8,0.5,8,A,N,,JW,21.9,
Sept,7,Sept_7,75,-0.097,28,N,14:08,49.74,75.2,,5,,J,N,,JW,21.6,
Sept,8,Sept_8,75,0.023,28,N,12:45,82.96,75.21,11,2,11,J,N,,JW,21,
Sept,9,Sept_9,75,0.777,28,N,12:30,39.54,78.05,10,13,,J,N,,JW,20.9,
Sept,10,Sept_10,75,-0.096,28,N,12:27,109.6,66.12,24,3.5,20,A,N,,JW,21.1,
Sept,11,Sept_11,75,-0.007,28,N,10:14,46.94,79.84,,14,,A,N,,JW,21.4,
Sept,12,Sept_12,75,0.126,28,N,14:24,18.63,75.77,,17,,A,N,,JW,22.1,
Sept,13,Sept_13,75,-0.333,28,N,11:40,96.84,73.87,20,,20,A,N,,AC,22.1,
Sept,14,Sept_14,75,-0.251,28,N,14:19,24.98,80.48,10,10,,A,N,,JH,22.4,
Sept,15,Sept_15,75,0.55,28,N,13:32,31.49,74.3,10,13,,A,Y,1,JW,22.5,NOT A NATURAL DEATH. I CRUSHED IT
Sept,16,Sept_16,75,0.524,28B,Y,12:25,75.37,,,,,A,N,,JW,22.6,
Sept,17,Sept_17,75,-0.051,28B,Y,13:47,45.15,74.84,,5,,A,N,,JW,22.8,
Sept,18,Sept_18,75,-0.094,28C,N,10:03,36.45,76.14,10,7,12,J,N,,JW,22.7,
Sept,19,Sept_19,75,-0.118,28C,N,15:01,28.4,76.96,10,20,,J,N,,JW,22.5,
Sept,20,Sept_20,75,0.451,28C,N,12:00,46.4,75.8,10,5,10,J,N,,AC,22.1,
Sept,21,Sept_21,75,-0.049,28C,N,13:53,61.63,73.02,,1.75,,A,N,,JH,22.7,
Sept,22,Sept_22,75,0.923,28C,N,15:30,56.01,77.03,6,6,,A,N,,JW,22,
Sept,23,Sept_23,75,-0.234,28C,N,14:42,43.69,79.56,10,10,,A,N,,JW,21.6,
Sept,24,Sept_24,75,-0.303,28C,N,11:43,36.59,75.37,10,7,6,A,N,,JW,21.7,
Sept,25,Sept_25,75,0.248,28C,N,13:58,40.92,74.84,,13,,A,N,,JW,22.3,
Sept,26,Sept_26,75,0.111,28C,N,13:58,47.25,75.95,10,10,,A,N,,AP,21.7,
Sept,27,Sept_27,75,0.104,28C,N,11:57,62.09,76.01,,6,,A,Y,30,AC,22,
Sept,28,Sept_28,75,0.312,28C,N,10:40,25.49,79.5,13,15.5,,A,N,,JH,21.9,
Sept,29,Sept_29,75,-0.018,28C,N,14:16,52.3,79.56,,3.75,,A,N,,JW,21.3,
Sept,30,Sept_30,75,0.065,28C,N,14:02,28.75,79.78,10,5.5,2,A,Y,48,JW,21.9,
Sept,4,Sept_4,3,-0.312,29A,Y,15:24,,3.567,,0.5,3,A,N,,JW,22.1,
Sept,5,Sept_5,3,0.218,29,N,10:45,2.329,3.067,,0.25,,J,N,,JW,22.2,
Sept,6,Sept_6,3,0.325,29,N,14:08,3.518,,,,,J,N,,JW,22,
Sept,7,Sept_7,3,-0.097,29,N,14:13,2.986,3.871,,0.25,4,J,N,,JW,21.6,
Sept,8,Sept_8,3,0.023,29,N,12:49,4.542,3.113,,,2,J,N,,JW,21,
Sept,9,Sept_9,3,0.777,29,N,12:35,5.566,2.887,2,0.25,6,J,N,,JW,20.9,
Sept,10,Sept_10,3,-0.096,29,N,12:32,3.641,,,,,A,N,,JW,21.1,
Sept,11,Sept_11,3,-0.007,29,N,10:17,4.325,2.69,,0.25,2,A,N,,JW,21.4,
Sept,12,Sept_12,3,0.126,29,N,14:30,3.475,,,,,A,N,,JW,21.9,
Sept,13,Sept_13,3,-0.333,29,N,11:43,2.382,3.492,,0.25,6,A,N,,AC,22,
Sept,14,Sept_14,3,-0.251,29,N,14:22,2.005,3.084,,0.25,,A,N,,JH,22.4,
Sept,15,Sept_15,3,0.55,29,N,13:34,3.906,,,,,A,Y,5,JW,22.5,
Sept,16,Sept_16,3,0.524,29,N,12:28,4.302,4.163,,0.5,12,A,N,,JW,22.6,
Sept,17,Sept_17,3,-0.051,29,N,13:53,3.822,,,,,A,N,,JW,22.7,
Sept,18,Sept_18,3,-0.094,29,N,10:08,2.226,4.211,,0.25,2,A,Y,2,JW,22.7,
Sept,19,Sept_19,3,-0.118,29,N,15:08,4.359,4.102,,,2,A,N,,JW,22.6,
Sept,20,Sept_20,3,0.451,29,N,12:04,5.689,2.901,5,0.5,5,A,N,,AC,22.2,
Sept,21,Sept_21,3,-0.049,29,N,13:58,1.4,3.986,,0.25,,A,Y,1,JH,22.5,
Sept,22,Sept_22,3,0.923,29,N,15:32,5.513,4.004,,0.25,4,A,N,,JW,21.9,
Sept,23,Sept_23,3,-0.234,29,N,14:45,5.335,3.101,1,0.25,1,A,N,,JW,21.6,
Sept,24,Sept_24,3,-0.303,29,N,11:44,4.131,,,,,A,Y,4,JW,21.8,
Sept,25,Sept_25,3,0.248,29,N,16:02,4.925,,,,,A,N,,JW,22.3,
Sept,26,Sept_26,3,0.111,29,N,14:00,4.335,,,,,A,N,,AP,21.7,
Sept,27,Sept_27,3,0.104,29,N,11:59,2.888,,,,,A,Y,3,AC,22,
Sept,28,Sept_28,3,0.312,29,N,10:42,5.289,2.701,,0.25,6,A,N,,JH,21.9,
Sept,29,Sept_29,3,-0.018,29,N,14:20,1.486,4.16,,0.25,,A,N,,JW,21.3,
Sept,30,Sept_30,3,0.065,29,N,14:05,2.758,3.99,,0.25,6,A,N,,JW,21.6,
Sept,4,Sept_4,25,-0.312,31A,Y,15:30,,25.71,,8,,A,N,,JW,22.1,
Sept,5,Sept_5,25,0.218,31A,Y,13:41,20.85,24.61,,2,,A,N,,JW,22.9,
Sept,6,Sept_6,25,0.325,31,N,14:13,2.554,26.64,,6.5,,J,N,,JW,22,
Sept,7,Sept_7,25,-0.097,31,N,14:18,20.36,24.64,,0.5,,J,N,,JW,21.7,
Sept,8,Sept_8,25,0.023,31,N,13:00,15.43,27.53,,1.5,6,J,N,,JW,21.2,
Sept,9,Sept_9,25,0.777,31,N,12:45,7.707,27.56,,7,,A,N,,JW,21,
Sept,10,Sept_10,25,-0.096,31,N,12:41,37.26,29.64,20,,20,A,N,,JW,21.2,
Sept,11,Sept_11,25,-0.007,31,N,14:15,5.998,25.98,,5,,A,N,,JW,22.1,
Sept,12,Sept_12,25,0.126,31,N,14:35,2.146,26.72,,6,,A,N,,JW,22,
Sept,13,Sept_13,25,-0.333,31,N,11:48,3.737,26.55,,3,,A,Y,9,AC,22.3,
Sept,14,Sept_14,25,-0.251,31,N,14:38,3.994,24.11,,3.75,,A,N,,JH,22.2,
Sept,15,Sept_15,25,0.55,31,N,13:39,4.496,25.63,5,7,,A,N,,JW,22.6,
Sept,16,Sept_16,25,0.524,31,N,12:43,3.665,25.65,5,5,,A,Y,29,JW,22.6,
Sept,17,Sept_17,25,-0.051,31,N,14:03,4.179,26.05,,7.5,,A,N,,JW,22.8,
Sept,18,Sept_18,25,-0.094,31,N,14:39,4.304,26,,1.25,,A,Y,19,JW,22.7,
Sept,19,Sept_19,25,-0.118,31,N,15:16,2.762,25.77,10,6,,A,Y,5,JW,22.5,
Sept,20,Sept_20,25,0.451,31,N,12:14,4.33,24.73,,7,,A,N,,AC,22.3,
Sept,21,Sept_21,25,-0.049,31,N,14:00,4.337,26.23,,2.5,,A,Y,24,JH,22.4,
Sept,22,Sept_22,25,0.923,31,N,15:55,5.849,29.2,5,5,,A,N,,JW,21.8,
Sept,23,Sept_23,25,-0.234,31,N,15:22,4.576,24.61,,5,,A,N,,JW,21.5,
Sept,24,Sept_24,25,-0.303,31,N,11:57,4.664,26.98,,3.75,,A,Y,23,JW,21.9,
Sept,25,Sept_25,25,0.248,31,N,16:05,3.246,25.25,5,7.5,10,A,N,,JW,22.3,
Sept,26,Sept_26,25,0.111,31,N,14:43,6.91,25.43,,7,,A,N,,AP,21.7,
Sept,27,Sept_27,25,0.104,31,N,12:02,2.823,24.36,,9,6,A,Y,28,AC,22.2,
Sept,28,Sept_28,25,0.312,31,N,13:58,2.08,23.43,5,6,,A,N,,JH,22.1,
Sept,29,Sept_29,25,-0.018,31,N,14:21,6.642,25.06,,2.25,,A,N,,JW,21.2,
Sept,30,Sept_30,25,0.065,31,N,14:38,2.9,24.85,,2.75,,A,Y,23,JW,21.9,
Sept,4,Sept_4,3,-0.312,33A,Y,15:30,,3.008,,0.5,4,A,N,,JW,22.1,
Sept,5,Sept_5,3,0.218,33A,Y,13:52,3.565,3.565,,,,A,N,,JW,22.8,
Sept,6,Sept_6,3,0.325,33A,Y,14:20,2.023,3.225,,0.25,,A,N,,JW,22.1,
Sept,7,Sept_7,3,-0.097,33A,Y,14:23,4.082,3.128,,0.125,2,A,N,,JW,21.7,
Sept,8,Sept_8,3,0.023,33A,Y,13:05,4.147,,,,,A,N,,JW,21,
Sept,9,Sept_9,3,0.777,33A,Y,12:51,2.314,2.713,,0.25,4,A,N,,JW,21,
Sept,10,Sept_10,3,-0.096,33A,Y,12:48,2.529,3.71,,0.5,6,A,N,,JW,21.2,
Sept,11,Sept_11,3,-0.007,33A,Y,14:19,4.244,2.923,,0.25,1,A,N,,JW,21.5,
Sept,12,Sept_12,3,0.126,33A,Y,14:41,3.445,,,,,A,N,,JW,22,
Sept,13,Sept_13,3,-0.333,33A,Y,11:54,4.638,3.043,,0.25,6,A,N,,AC,22.2,
Sept,14,Sept_14,3,-0.251,33,N,14:45,2.425,3.795,,0.25,,J,N,,JH,22.4,
Sept,15,Sept_15,3,0.55,33,N,13:48,5.506,2.784,10,0.25,10,J,N,,JW,22.5,
Sept,16,Sept_16,3,0.524,33,N,12:53,2.227,2.968,,0.25,,J,N,,JW,22.6,
Sept,17,Sept_17,3,-0.051,33,N,14:51,5.014,4.298,,0.5,4,J,N,,JW,22.4,
Sept,18,Sept_18,3,-0.094,33,N,14:56,4.345,,,,,J,N,,JW,22.6,
Sept,19,Sept_19,3,-0.118,33,N,15:40,5.018,2.984,,,3,A,N,,JW,22.5,
Sept,20,Sept_20,3,0.451,33,N,12:29,1.82,3.603,,1,10,A,N,,AC,22.2,
Sept,21,Sept_21,3,-0.049,33,N,14:11,3.771,,,,,A,N,,JH,22.4,
Sept,22,Sept_22,3,0.923,33,N,16:02,5.333,3.146,,0.25,2,A,N,,JW,22,
Sept,23,Sept_23,3,-0.234,33,N,15:29,1.808,4.048,,0.5,,A,Y,5,JW,21.8,
Sept,24,Sept_24,3,-0.303,33,N,12:03,2.449,3.803,,0.25,,A,N,,JW,21.8,
Sept,25,Sept_25,3,0.248,33,N,16:19,3.066,,,,,A,N,,JW,22.5,
Sept,26,Sept_26,3,0.111,33,N,14:08,1.625,3.217,,0.5,6,A,Y,3,AP,21.7,
Sept,27,Sept_27,3,0.104,33,N,12:08,3.72,,,,,A,N,,AC,22,
Sept,28,Sept_28,3,0.312,33,N,14:06,4.005,,,,,A,N,,JH,21.9,
Sept,29,Sept_29,3,-0.018,33,N,14:28,2.082,3.605,,0.25,8,A,Y,3,JW,21.3,
Sept,30,Sept_30,3,0.065,33,N,14:40,1.89,3.895,,0.25,2,A,N,,JW,21.7,
Sept,4,Sept_4,9,-0.312,34A,Y,15:30,,9.652,,3,5,A,N,,JW,22.1,
Sept,5,Sept_5,9,0.218,34A,Y,13:54,2.176,10.83,,1.5,,A,N,,JW,22.8,
Sept,6,Sept_6,9,0.325,34A,Y,14:23,3.751,9.378,,1.25,,A,N,,JW,22.2,
Sept,7,Sept_7,9,-0.097,34A,Y,14:26,3.043,9.609,,1.25,,A,N,,JW,21.7,
Sept,8,Sept_8,9,0.023,34A,Y,13:08,2.843,8.825,,1.75,,A,N,,JW,21.2,
Sept,9,Sept_9,9,0.777,34,N,12:53,2.252,9.99,,3,,J,N,,JW,20.9,
Sept,10,Sept_10,9,-0.096,34,N,12:53,5.083,11.38,8,0.75,8,J,N,,JW,21.2,
Sept,11,Sept_11,9,-0.007,34,N,14:21,6.678,11.15,,0.5,,J,N,,JW,21.5,
Sept,12,Sept_12,9,0.126,34,N,14:44,4.596,10.51,,1,,A,N,,JW,21.9,
Sept,13,Sept_13,9,-0.333,34,N,11:56,3.611,10.74,,1,10,A,N,,AC,22.1,
Sept,14,Sept_14,9,-0.251,34,N,14:47,1.799,9.838,,1.75,,A,N,,JH,22.4,
Sept,15,Sept_15,9,0.55,34,N,13:51,2.592,8.939,,2,,A,N,,JW,22.6,
Sept,16,Sept_16,9,0.524,34,N,12:51,4.952,9.816,,1.75,,A,N,,JW,22.7,
Sept,17,Sept_17,9,-0.051,34,N,14:53,2.033,10.48,,3,,A,Y,10,JW,22.6,
Sept,18,Sept_18,9,-0.094,34,N,14:59,1.986,11,,0.75,,A,N,,JW,22.6,
Sept,19,Sept_19,9,-0.118,34,N,15:42,8.84,,,,,A,Y,13,JW,22.5,
Sept,20,Sept_20,9,0.451,34,N,12:32,1.517,10.31,,1,,A,N,,AC,22.1,
Sept,21,Sept_21,9,-0.049,34,N,14:13,1.694,9.677,,0.75,,A,N,,JH,22.4,
Sept,22,Sept_22,9,0.923,34,N,16:03,1.372,8.413,,1.25,,A,Y,9,JW,22.1,
Sept,23,Sept_23,9,-0.234,34,N,15:30,1.736,9.297,,1.75,,A,N,,JW,21.8,
Sept,24,Sept_24,9,-0.303,34,N,12:05,1.583,11.01,,1.75,4,A,N,,JW,21.9,
Sept,25,Sept_25,9,0.248,34,N,16:20,1.334,9.352,2.5,2,5,A,Y,11,JW,22.3,
Sept,26,Sept_26,9,0.111,34,N,18:49,2.517,9.902,,1.25,,A,N,,AP,21.8,
Sept,27,Sept_27,9,0.104,34,N,12:09,1.143,8.82,,3,2,A,N,,AC,22,
Sept,28,Sept_28,9,0.312,34,N,14:09,0.964,12.43,,2.5,8,A,Y,6,JH,21.9,
Sept,29,Sept_29,9,-0.018,34,N,14:30,1.289,11.82,,1.25,,A,N,,JW,21.3,
Sept,30,Sept_30,9,0.065,34,N,14:42,1.09,9.717,,1,,A,N,,JW,21.6,
Sept,4,Sept_4,75,-0.312,36A,Y,15:32,,76.33,16,20,2,A,N,,JW,22.1,
Sept,5,Sept_5,75,0.218,36,N,14:03,23.77,75.14,,6,,J,N,,JW,22.9,
Sept,6,Sept_6,75,0.325,36,N,14:29,80.79,73.8,10,1,10,J,N,,JW,21.9,
Sept,7,Sept_7,75,-0.097,36,N,14:31,57.69,74.88,,3.5,,J,N,,JW,21.7,
Sept,8,Sept_8,75,0.023,36,N,13:13,82.65,75.31,3,,3,A,N,,JW,21.3,
Sept,9,Sept_9,75,0.777,36,N,13:03,8.684,77.56,20,22,,A,N,,JW,20.9,
Sept,10,Sept_10,75,-0.096,36,N,13:04,96.16,71.84,11,,11,A,N,,JW,21.2,
Sept,11,Sept_11,75,-0.007,36,N,14:27,25.32,79.15,10,10,,A,N,,JW,21.5,
Sept,12,Sept_12,75,0.126,36,N,14:51,13.9,71.96,,12,,A,Y,4,JW,22,
Sept,13,Sept_13,75,-0.333,36,N,12:02,75.25,,,,,A,N,,AC,22.1,
Sept,14,Sept_14,75,-0.251,36,N,14:55,24.45,75.86,10,10,,A,Y,22,JH,22.5,
Sept,15,Sept_15,75,0.55,36,N,13:56,33.77,75.66,10,14,,A,N,,JW,22.5,
Sept,16,Sept_16,75,0.524,36,N,12:58,44.67,74.05,6,7,,A,N,,JW,22.6,
Sept,17,Sept_17,75,-0.051,36,N,14:59,25.74,71.09,12,19,,A,Y,32,JW,22.7,
Sept,18,Sept_18,75,-0.094,36,N,15:03,20.39,75.58,,7,,A,N,,JW,22.6,
Sept,19,Sept_19,75,-0.118,36,N,15:46,36.9,78.83,,16,10,A,Y,29,JW,22.6,
Sept,20,Sept_20,75,0.451,36,N,12:34,57.64,74.72,,7,,A,N,,AC,22.1,
Sept,21,Sept_21,75,-0.049,36,N,14:15,31.94,76.18,5,6,,A,N,,JH,22.4,
Sept,22,Sept_22,75,0.923,36,N,16:07,33.69,78.18,7,11,,A,Y,42,JW,22.5,
Sept,23,Sept_23,75,-0.234,36,N,15:32,42.65,74.12,11,10.5,,A,N,,JW,21.9,
Sept,24,Sept_24,75,-0.303,36,N,12:06,32.24,76.07,7,7,,A,N,,JW,21.9,
Sept,25,Sept_25,75,0.248,36,N,16:27,19.71,76.12,,7.5,,A,Y,51,JW,22.4,
Sept,26,Sept_26,75,0.111,36,N,18:51,54.72,76.91,,11,,A,N,,AP,21.7,
Sept,27,Sept_27,75,0.104,36,N,12:11,31.82,74.81,15,21,,A,N,,AC,22,
Sept,28,Sept_28,75,0.312,36,N,14:12,17.31,76.71,20,18,,A,Y,42,JH,21.9,
Sept,29,Sept_29,75,-0.018,36,N,14:31,57.55,76.32,7,2.5,,A,N,,JW,21.3,
Sept,30,Sept_30,75,0.065,36,N,14:44,32.13,77.08,4,5.5,,A,N,,JW,21.6,
Sept,4,Sept_4,9,-0.312,38A,Y,15:41,,8.702,,2.5,2,A,N,,JW,22.1,
Sept,5,Sept_5,9,0.218,38A,Y,14:11,3.441,9.394,,1,,A,N,,JW,22.8,
Sept,6,Sept_6,9,0.325,38A,Y,14:34,3.822,9.262,,1,,A,N,,JW,22.1,
Sept,7,Sept_7,9,-0.097,38A,Y,14:39,3.66,9.505,,1.5,,A,N,,JW,21.7,
Sept,8,Sept_8,9,0.023,38A,Y,13:20,3.078,8.951,,1.5,,A,N,,JW,21.4,
Sept,9,Sept_9,9,0.777,38A,Y,13:09,2.191,9.366,,2.75,,A,N,,JW,20.9,
Sept,10,Sept_10,9,-0.096,38A,Y,13:49,2.549,10.54,5,2.5,7.5,A,N,,JW,21.3,
Sept,11,Sept_11,9,-0.007,38,N,14:39,2.062,10.96,5,1.5,10,J,N,,JW,21.6,
Sept,12,Sept_12,9,0.126,38,N,14:56,2.382,10.48,,1,,J,N,,JW,22.1,
Sept,13,Sept_13,9,-0.333,38,N,12:05,9.021,,,,,J,N,,AC,22.3,
Sept,14,Sept_14,9,-0.251,38,N,15:05,4.12,11.4,,0.75,,J,N,,JH,22.4,
Sept,15,Sept_15,9,0.55,38,N,15:03,4.715,8.689,,1,,J,N,,JW,22.5,
Sept,16,Sept_16,9,0.524,38,N,13:06,4.783,8.785,,1.25,4,A,N,,JW,22.6,
Sept,17,Sept_17,9,-0.051,38,N,15:14,2.559,11.83,,3,1,A,N,,JW,22.7,
Sept,18,Sept_18,9,-0.094,38,N,15:11,3.118,10.91,,0.75,,A,N,,JW,22.6,
Sept,19,Sept_19,9,-0.118,38,N,15:51,2.24,10.32,,2,,A,N,,JW,22.2,
Sept,20,Sept_20,9,0.451,38,N,12:38,2.253,10.65,,3,17,A,Y,12,AC,22.1,
Sept,21,Sept_21,9,-0.049,38,N,14:21,2.808,8.553,,0.75,,A,Y,1,JH,22.4,
Sept,22,Sept_22,9,0.923,38,N,16:13,1.425,9.422,,1.75,,A,N,,JW,21.9,
Sept,23,Sept_23,9,-0.234,38,N,15:37,1.337,9.091,,2,,A,Y,13,JW,21.9,
Sept,24,Sept_24,9,-0.303,38,N,12:30,1.29,9.488,,1.5,,A,N,,JW,21.7,
Sept,25,Sept_25,9,0.248,38,N,16:43,1.241,10.8,15,4,30,A,N,,JW,22.5,
Sept,26,Sept_26,9,0.111,38,N,18:55,1.56,9.877,,2.5,,A,Y,12,AP,21.5,
Sept,27,Sept_27,9,0.104,38,N,12:15,1.021,8.992,5,3,6,A,N,,AC,22.1,
Sept,28,Sept_28,9,0.312,38,N,14:20,0.816,10.71,,2,,A,N,,JH,21.8,
Sept,29,Sept_29,9,-0.018,38,N,15:03,0.876,12.27,,1.5,,A,Y,6,JW,21.4,
Sept,30,Sept_30,9,0.065,38,N,14:49,1.639,11.37,,1.25,,A,N,,JW,21.6,
Sept,4,Sept_4,25,-0.312,39A,Y,15:42,,25.11,,8,,A,N,,JW,22.1,
Sept,5,Sept_5,25,0.218,39A,Y,14:13,6.273,26.74,,3.5,,A,N,,JW,22.9,
Sept,6,Sept_6,25,0.325,39A,Y,14:37,12.93,25.97,,2,,A,N,,JW,22,
Sept,7,Sept_7,25,-0.097,39A,Y,14:43,8.265,27.95,,3.5,,A,N,,JW,21.8,
Sept,8,Sept_8,25,0.023,39A,Y,13:22,20.09,28,,1.5,,A,N,,JW,21.3,
Sept,9,Sept_9,25,0.777,39,N,13:11,3.35,27.95,4,10,,J,N,,JW,21,
Sept,10,Sept_10,25,-0.096,39,N,13:54,10.91,27.6,20,2,25,J,N,,JW,21,
Sept,11,Sept_11,25,-0.007,39,N,14:49,6.529,26.53,,2,,J,N,,JW,21.5,
Sept,12,Sept_12,25,0.126,39,N,14:57,10.51,26.16,,4,,A,N,,JW,22,
Sept,13,Sept_13,25,-0.333,39,N,12:06,8.9,27.44,,0.5,,A,N,,AC,22.2,
Sept,14,Sept_14,25,-0.251,39,N,15:09,4.669,25.49,,4.5,,A,N,,JH,22.5,
Sept,15,Sept_15,25,0.55,39,N,14:08,5.526,25.29,5,7,,A,N,,JW,22.5,
Sept,16,Sept_16,25,0.524,39,N,13:09,9.633,23.96,5,4,,A,Y,11,JW,22.6,
Sept,17,Sept_17,25,-0.051,39,N,15:19,9.127,24.98,,6,,A,N,,JW,22.8,
Sept,18,Sept_18,25,-0.094,39,N,15:14,6.269,26,2.5,2.5,5,A,N,,JW,22.6,
Sept,19,Sept_19,25,-0.118,39,N,16:14,5.673,28.4,,6.5,4,A,Y,22,JW,22.5,
Sept,20,Sept_20,25,0.451,39,N,12:45,8.82,25.57,10,5,10,A,N,,AC,22.1,
Sept,21,Sept_21,25,-0.049,39,N,14:24,6.004,24.14,7,2.5,,A,N,,JH,22.6,
Sept,22,Sept_22,25,0.923,39,N,16:15,3.05,26.04,,4.5,,A,Y,23,JW,22.2,
Sept,23,Sept_23,25,-0.234,39,N,15:40,4.748,24.5,,5,,A,N,,JW,21.8,
Sept,24,Sept_24,25,-0.303,39,N,12:32,5.421,28.5,10,4,4,A,Y,27,JW,22.1,
Sept,25,Sept_25,25,0.248,39,N,16:50,6.563,26.15,,5,,A,Y,1,JW,22.5,
Sept,26,Sept_26,25,0.111,39,N,18:57,2.288,26.59,5,8,,A,N,,AP,21.5,
Sept,27,Sept_27,25,0.104,39,N,12:22,2.912,25.82,5,12,10,A,Y,24,AC,22,
Sept,28,Sept_28,25,0.312,39,N,14:22,4.762,23.65,5,5.5,,A,N,,JH,21.9,
Sept,29,Sept_29,25,-0.018,39,N,15:05,3.171,25.04,,2.5,,A,N,,JW,21.2,
Sept,30,Sept_30,25,0.065,39,N,14:51,2.953,27.84,,2.75,,A,Y,27,JW,21.7,
Sept,4,Sept_4,75,-0.312,40A,Y,15:42,,76.81,15,18.5,1,A,N,,JW,22.1,
Sept,5,Sept_5,75,0.218,40A,Y,14:18,36.86,74.36,,4,,A,N,,JW,22.9,
Sept,6,Sept_6,75,0.325,40,N,14:42,52.46,74.47,,4.5,4,J,N,,JW,22,
Sept,7,Sept_7,75,-0.097,40,N,14:45,84.47,75.72,4,4,,J,N,,JW,21.9,
Sept,8,Sept_8,75,0.023,40,N,13:26,79.52,73.33,14,,14,J,N,,JW,21.3,
Sept,9,Sept_9,75,0.777,40,N,13:16,23.3,77.05,20,20,,J,N,,JW,20.9,
Sept,10,Sept_10,75,-0.096,40,N,14:00,61.27,74.65,,,1.25,A,N,,JW,21,
Sept,11,Sept_11,75,-0.007,40,N,14:54,55.37,75.46,,5.5,,A,N,,JW,21.5,
Sept,12,Sept_12,75,0.126,40,N,15:00,31.78,72.63,,8,,A,N,,JW,22,
Sept,13,Sept_13,75,-0.333,40,N,12:08,60.34,73.73,,0.5,,A,N,,AC,22.2,
Sept,14,Sept_14,75,-0.251,40,N,15:12,26.7,75.8,10,10,,A,N,,JH,22.5,
Sept,15,Sept_15,75,0.55,40,N,14:13,36.56,75.16,10,14,,A,N,,JW,,
Sept,16,Sept_16,75,0.524,40,N,13:11,52.32,75.9,15,7,5,A,Y,25,JW,22.6,
Sept,17,Sept_17,75,-0.051,40,N,15:24,43.52,76.9,14,18,,A,N,,JW,22.7,
Sept,18,Sept_18,75,-0.094,40,N,15:20,26.82,76.12,,7.5,,A,N,,JW,22.6,
Sept,19,Sept_19,75,-0.118,40,N,16:19,34.06,75.23,5,14,,A,Y,15,JW,22.6,
Sept,20,Sept_20,75,0.451,40,N,12:49,51.7,74.99,5,10,,A,N,,AC,22.1,
Sept,21,Sept_21,75,-0.049,40,N,14:32,38.17,76.65,5,5.5,,A,Y,29,JH,22.4,
Sept,22,Sept_22,75,0.923,40,N,16:17,42.85,75.76,5,9,,A,N,,JW,22,
Sept,23,Sept_23,75,-0.234,40,N,15:42,38.85,75.74,11,12.5,,A,N,,JW,21.8,
Sept,24,Sept_24,75,-0.303,40,N,12:34,37.92,77.18,10,7.5,,A,Y,43,JW,22.5,
Sept,25,Sept_25,75,0.248,40,N,16:53,38.22,74.13,,16,,A,N,,JW,22.4,
Sept,26,Sept_26,75,0.111,40,N,19:00,63.9,74.96,12,4,,A,N,,AP,21.4,
Sept,27,Sept_27,75,0.104,40,N,12:24,28.47,76.07,,20,,A,Y,42,AC,22,
Sept,28,Sept_28,75,0.312,40,N,14:27,34.05,74.28,11,16,,A,N,,JH,21.9,
Sept,29,Sept_29,75,-0.018,40,N,15:11,58.57,76.55,19,3.5,11,A,N,,JW,21.2,
Sept,30,Sept_30,75,0.065,40,N,14:54,21.49,76.57,,6.5,,A,Y,44,JW,21.8,
Sept,4,Sept_4,3,-0.312,41A,Y,15:43,,3.883,,0.5,,A,N,,JW,22.1,
Sept,5,Sept_5,3,0.218,41A,Y,14:24,3.468,3.468,,,,A,N,,JW,22.9,
Sept,6,Sept_6,3,0.325,41A,Y,14:45,2.344,2.907,,0.25,,A,N,,JW,22,
Sept,7,Sept_7,3,-0.097,41A,Y,14:47,4.141,,,,,A,N,,JW,21.8,
