TankNum,Month,Day ,Year,ExptDay,DaphniaC1Adult,DaphniaC1Juv,DaphniaC2Adult,DaphniaC2Juv,DaphniaC3,DaphniaC3Juv,DaphniaC4Adult,DaphniaC4Juv,CerioC1,CerioC2,CerioC3,CerioC4,Invaded (Y/N),Species1,Count1,Species2,Count2,Snails,Liters,Notes,Observer,EnteredBy,CheckedBy
56,February,18,2019,22,31,44,27,30,16,61,22,62,,,,,n,,,,,2,0.6,,,lsb,Ofure
56,February,21,2019,25,43,34,37,13,47,20,16,17,,,,,n,,,,,,0.65,,,lsb,Ofure
56,February,25,2019,29,44,74,58,47,60,29,110,65,,,,,n,,,,,2,0.4,,,lsb,Ofure
56,February,28,2019,32,61,100,74,88,48,92,41,113,,,,,y,osterpod,1,,,2,0.52,,,lsb,Ofure
56,March,4,2019,36,62,57,92,143,108,216,114,194,,,,,n,,,,,2,0.5,,,lsb,Ofure
56,March,7,2019,39,68,168,38,203,46,186,56,192,,,,,n,,,,,2,0.36,,,lsb,Ofure
57,January,28,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,,lsb,Ofure
57,January,31,2019,4,,,,,,,,,2,1,4,2,n,,,,,,1.1,,,lsb,Ofure
57,February,4,2019,8,,,,,,,,,0,0,0,0,n,,,,,,0.95,,,lsb,Ofure
57,February,7,2019,11,,,,,,,,,0,0,0,0,n,,,,,,0.85,,,lsb,Ofure
57,February,11,2019,15,,,,,,,,,0,0,0,0,n,,,,,,0.72,,,lsb,Ofure
57,February,14,2019,18,,,,,,,,,0,0,0,0,n,,,,,,0.7,,,lsb,Ofure
57,February,18,2019,22,,,,,,,,,0,0,0,0,y,osterrpod,1,,,,0.6,,,lsb,Ofure
57,February,21,2019,25,,,,,,,,,0,0,0,0,n,,,,,,0.7,,,lsb,Ofure
57,February,25,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.56,,,lsb,Ofure
57,February,28,2019,32,,,,,,,,,0,0,0,0,n,,,,,,0.58,,,lsb,Ofure
57,March,4,2019,36,1,,1,,1,,,,0,0,0,0,y,daphnia,1,,,,0.56,spilled 40ml,,lsb,Ofure
57,March,7,2019,39,,,,,,,,,0,0,0,0,n,,,,,,0.4,1 daphnia,,lsb,Ofure
58,January,28,2019,1,,,,,,,,,,,,,n,,,,,,1,,,lsb,Ofure
58,January,31,2019,4,1,0,2,0,2,0,0,0,,,,,n,,,,,,0.9,,,lsb,Ofure
58,February,4,2019,8,0,2,3,0,1,1,0,2,,,,,n,,,,,,,,,lsb,Ofure
58,February,7,2019,11,3,3,3,6,1,10,2,7,,,,,n,,,,,,0.9,,,lsb,Ofure
58,February,11,2019,15,3,27,3,19,5,18,0,13,,,,,n,,,,,,0.8,,,lsb,Ofure
58,February,14,2019,18,7,31,12,28,4,36,10,40,,,,,n,,,,,,0.8,,,lsb,Ofure
58,February,18,2019,22,13,48,18,42,20,32,14,47,,,,,n,,,,,,0.72,,,lsb,Ofure
58,February,21,2019,25,3,7,1,2,5,16,7,14,,,,,n,,,,,,0.7,,,lsb,Ofure
58,February,25,2019,29,24,19,45,17,20,11,11,10,,,,,n,,,,,,0.6,,,lsb,Ofure
58,February,28,2019,32,38,5,38,9,27,6,35,25,,,,,n,,,,,,0.6,,,lsb,Ofure
58,March,4,2019,36,72,9,39,14,48,9,34,12,,,,,n,,,,,,0.6,daphnia eggs,,lsb,Ofure
58,March,7,2019,39,34,8,59,12,41,9,45,11,,,,,n,,,,,,0.5,,,lsb,Ofure
60,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,,lsb,Ofure
60,January,31,2019,4,0,0,1,0,2,0,1,0,0,0,0,0,n,,,,,4,1.1,,,lsb,Ofure
60,February,4,2019,8,3,0,0,0,1,0,1,0,0,0,0,0,n,,,,,4,0.95,,,lsb,Ofure
60,February,7,2019,11,1,2,1,0,0,0,0,0,0,0,0,0,n,,,,,4,0.9,,,lsb,Ofure
60,February,11,2019,15,1,10,0,7,0,14,1,9,0,0,0,0,n,,,,,4,0.8,egg mass,,lsb,Ofure
60,February,14,2019,18,4,23,8,21,4,12,6,25,0,0,0,0,n,,,,,4,0.7,,,lsb,Ofure
60,February,18,2019,22,17,53,16,59,10,42,13,57,0,0,0,0,n,,,,,3,0.76,,,lsb,Ofure
60,February,21,2019,25,11,60,14,62,19,64,21,67,0,0,0,0,n,,,,,3,0.62,,,lsb,Ofure
60,February,25,2019,29,20,35,14,43,16,59,30,48,0,0,0,0,n,,,,,3,0.58,,,lsb,Ofure
60,February,28,2019,32,23,44,30,48,20,43,23,39,0,0,0,0,n,,,,,3,0.6,,,lsb,Ofure
60,March,4,2019,36,18,80,30,65,26,95,25,68,0,0,0,0,n,,,,,7,0.52,some daphnia eggs,,lsb,Ofure
60,March,7,2019,39,24,78,39,69,31,75,47,84,0,0,0,0,n,,,,,5,0.4,,,lsb,Ofure
61,January,28,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,,lsb,Ofure
61,January,31,2019,4,1,0,0,0,1,0,3,0,0,1,1,0,n,,,,,4,1.1,,,lsb,Ofure
61,February,4,2019,8,0,0,2,0,1,0,0,0,0,0,0,0,n,,,,,3,1,,,lsb,Ofure
61,February,7,2019,11,1,3,0,1,2,2,0,3,0,0,0,0,n,,,,,3,0.9,,,lsb,Ofure
61,February,11,2019,15,2,13,0,10,2,20,3,22,0,0,0,0,n,,,,,3,0.8,"egg mass, dead ladybug",,lsb,Ofure
61,February,14,2019,18,2,25,5,20,5,20,6,25,0,0,0,0,n,,,,,3,0.72,,,lsb,Ofure
61,February,18,2019,22,23,22,10,36,13,30,16,28,0,0,0,0,n,,,,,3,0.7,,,lsb,Ofure
61,February,21,2019,25,27,53,22,33,17,57,24,32,0,0,0,0,n,,,,,4,0.68,,,lsb,Ofure
61,February,25,2019,29,40,33,21,50,37,80,47,54,0,0,0,0,n,,,,,4,0.6,egg mass,,lsb,Ofure
61,February,28,2019,32,42,52,32,53,31,43,50,40,0,0,0,0,n,,,,,4,0.6,,,lsb,Ofure
61,March,4,2019,36,23,59,48,65,32,70,45,88,0,0,0,0,n,,,,,4,0.52,los of daphnia eggs,,lsb,Ofure
61,March,7,2019,39,59,81,42,83,53,73,49,62,0,0,0,0,n,,,,,3,0.4,4 egg masses,,lsb,Ofure
65,January,30,2019,1,10,0,0,0,0,0,0,0,60,0,0,0,n,,,,,,,,jw,ac,JH
65,February,2,2019,4,0,0,0,0,2,0,1,0,0,1,0,1,n,,,,,4,0.95,,jw,ac,JH
65,February,6,2019,8,0,0,1,2,0,0,1,1,0,0,0,0,n,,,,,4,0.9,,jw,ac,JH
65,February,9,2019,11,2,2,1,4,0,2,0,6,0,0,0,0,n,,,,,4,0.8,,jw,ac,JH
65,February,13,2019,15,0,12,6,14,8,7,6,5,0,0,0,0,n,,,,,4,0.7,,jw,ac,JH
65,February,16,2019,18,12,28,14,40,16,40,17,30,0,0,0,0,n,,,,,4,0.6,,jw,ac,JH
65,February,20,2019,22,27,55,12,47,16,58,28,61,0,0,0,0,n,,,,,4,0.62,,jw,ac,JH
65,February,23,2019,25,27,52,33,28,36,59,48,65,0,0,0,0,y,copepod,6,,,4,0.56,,jw,ac,JH
65,February,27,2019,29,86,134,82,100,40,143,54,160,0,0,0,0,y,copepod,3,,,4,0.42,,jw,ac,JH
65,March,2,2019,32,58,83,65,97,58,84,56,99,0,0,0,0,y,copepod,1,,,3,0.4,1 snail dead,jw,ac,JH
65,March ,6,2019,36,37,39,16,37,28,30,31,35,0,0,0,0,n,,,,,1,0.38,1 juvenile snail ,jw,ac,JH
65,March,9,2019,39,23,20,24,13,30,23,26,34,0,0,0,0,n,,,,,1,0.4,,jw,ac,JH
66,January,30,2019,1,20,0,0,0,0,0,0,0,,,,,n,,,,,,,removed 1 snail,jw,ac,JH
66,February,2,2019,4,0,0,2,0,0,0,0,0,,,,,n,,,,,,1,,jw,ac,JH
66,February,6,2019,8,0,3,0,2,1,2,0,3,,,,,n,,,,,,0.85,,jw,ac,JH
66,February,9,2019,11,0,3,4,11,4,8,3,7,,,,,n,,,,,,0.7,,jw,ac,JH
66,February,13,2019,15,8,40,5,29,2,33,0,21,,,,,n,,,,,,0.62,,L,ac,JH
66,February,16,2019,18,8,44,6,64,11,53,15,53,,,,,n,,,,,,0.6,,jw,ac,JH
66,February,20,2019,22,14,52,22,76,25,61,19,65,,,,,n,,,,,,0.5,,jw,ac,JH
66,February,23,2019,25,24,38,29,30,23,40,22,22,,,,,n,,,,,,0.48,,jw,ac,JH
66,February,27,2019,29,37,28,59,25,57,33,67,35,,,,,n,,,,,,0.4,,jw,ac,JH
66,March,2,2019,32,24,11,33,22,47,22,30,22,,,,,n,,,,,,0.4,,jw,ac,JH
66,March ,6,2019,36,29,7,22,11,17,4,7,12,,,,,n,,,,,,0.3,,jw,ac,JH
66,March,9,2019,39,43,4,45,8,36,4,24,9,,,,,n,,,,,,0.28,,jw,ac,JH
67,January,30,2019,1,20,0,0,0,0,0,0,0,,,,,n,,,,,4,,,,,JH
67,February,2,2019,4,2,0,0,0,0,0,1,0,,,,,n,,,,,3,0.9,,,,JH
67,February,6,2019,8,4,0,1,4,3,4,0,1,,,,,n,,,,,3,0.9,,,,JH
67,February,9,2019,11,5,7,2,16,1,17,3,10,,,,,n,,,,,3,0.7,,,,JH
67,February,13,2019,15,3,10,11,14,3,6,11,3,,,,,n,,,,,,0.67,,,,JH
67,February,16,2019,18,41,75,27,77,15,56,18,74,,,,,n,,,,,2,0.52,,,,JH
67,February,20,2019,22,31,92,32,72,27,77,34,94,,,,,n,,,,,2,0.58,16 juvenile snails,,,JH
67,February,23,2019,25,18,46,22,78,16,67,26,108,,,,,n,,,,,2,0.42,13 juvenile snails,,,JH
67,February,27,2019,29,18,29,22,80,29,75,30,50,,,,,n,,,,,1,0.34,13 juvenile snails,,,JH
67,March,2,2019,32,29,34,25,38,13,27,25,32,,,,,y,copepod,1,,,1,0.44,"6 juvenile snails, water so low - added 150 before measurements",,,JH
67,March ,6,2019,36,43,4,41,10,39,11,31,4,,,,,n,,,,,1,0.38,1 juvenile snails,,,JH
67,March,9,2019,39,83,27,43,27,50,27,65,35,,,,,n,,,,,1,0.32,1 juvenile snails,,,JH
68,January,30,2019,1,10,0,0,0,0,0,0,0,60,0,0,0,n,,,,,,,,,,JH
68,February,2,2019,4,1,1,0,0,1,0,2,0,4,3,1,2,n,,,,,,0.92,,jw,ac,JH
68,February,6,2019,8,3,3,0,1,0,1,0,1,0,1,1,0,n,,,,,,1,,jw,ac,JH
68,February,9,2019,11,1,7,7,3,0,6,12,10,0,0,1,0,y,copepod,1,,,,0.73,,jw,ac,JH
68,February,13,2019,15,18,32,21,32,13,22,19,29,0,0,0,0,n,,,,,,0.6,,jw,ac,JH
68,February,16,2019,18,17,54,15,58,17,25,6,40,0,0,0,1,n,,,,,,0.52,,jw,ac,JH
68,February,20,2019,22,16,50,18,61,31,65,35,67,0,0,0,0,y,ladybug (dead),1,,,,0.58,,jw,ac,JH
68,February,23,2019,25,22,72,46,77,33,61,19,51,0,0,0,0,n,,,,,,0.38,add 130ml water ,jw,ac,JH
68,February,27,2019,29,38,27,29,40,39,38,31,29,0,0,0,0,n,,,,,,0.4,,jw,ac,JH
68,March,2,2019,32,59,16,27,28,64,18,48,10,0,0,0,0,n,,,,,,0.48,,jw,ac,JH
68,March ,6,2019,36,93,57,46,35,39,50,44,35,0,0,0,0,n,,,,,,0.4,,jw,ac,JH
68,March,9,2019,39,48,120,46,89,56,95,43,94,0,0,0,0,n,,,,,,0.4,,jw,ac,JH
69,January,30,2019,1,0,0,0,0,0,0,0,0,120,0,0,0,n,,,,,,,,jw,ac,JH
69,February,2,2019,4,0,0,0,0,0,0,0,0,3,5,3,2,n,,,,,,0.95,,jw,ac,JH
69,February,6,2019,8,0,0,0,0,0,0,0,0,1,0,0,1,n,,,,,,0.9,,jw,ac,JH
69,February,9,2019,11,0,0,0,0,0,0,0,0,1,1,1,0,n,,,,,,0.7,,jw,ac,JH
69,February,13,2019,15,0,0,0,0,0,0,0,0,0,1,0,1,y,copepod,1,,,,,,jw,ac,JH
69,February,16,2019,18,0,0,0,0,0,0,0,0,0,0,0,1,y,daphnia,1,,,,0.52,,jw,ac,JH
69,February,20,2019,22,0,0,0,0,0,0,0,0,1,0,0,0,y,daphnia,1,,,,0.52,,jw,ac,JH
69,February,23,2019,25,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.44,,jw,ac,JH
69,February,27,2019,29,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.38,,jw,ac,JH
69,March,2,2019,32,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.44,,jw,ac,JH
69,March ,6,2019,36,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.3,,jw,ac,JH
69,March,9,2019,39,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.18,Filtered at the end for juv daph,jw,ac,JH
72,January,30,2019,1,10,0,0,0,0,0,0,0,60,0,0,0,n,,,,,,,,jw,ac,JH
72,February,2,2019,4,0,0,2,0,0,0,1,0,0,0,0,0,n,,,,,,0.95,,jw,ac,JH
72,February,6,2019,8,1,1,1,23,0,0,0,1,0,0,0,0,n,,,,,,0.9,,jw,ac,JH
72,February,9,2019,11,6,3,1,4,2,6,1,5,0,0,0,0,n,,,,,,0.8,,jw,ac,JH
72,February,13,2019,15,7,10,4,20,14,13,14,9,0,0,0,0,n,,,,,,0.78,,jw,ac,JH
72,February,16,2019,18,16,37,11,28,7,32,10,15,0,0,0,0,n,,,,,,0.62,,jw,ac,JH
72,February,20,2019,22,12,54,16,62,23,71,13,49,0,0,0,0,n,,,,,,0.66,,jw,ac,JH
72,February,23,2019,25,13,38,9,28,11,54,21,54,0,0,0,0,n,,,,,,0.58,,jw,ac,JH
72,February,27,2019,29,11,56,13,31,23,42,15,39,0,0,0,0,n,,,,,,0.5,,jw,ac,JH
72,March,2,2019,32,17,34,12,19,13,31,18,22,0,0,0,0,n,,,,,,0.5,,jw,ac,JH
72,March ,6,2019,36,8,15,12,15,16,16,15,17,0,0,0,0,y,copepod,1,,,,0.44,,jw,ac,JH
72,March,9,2019,39,18,20,12,6,22,6,20,9,0,0,0,,n,,,,,,0.4,,jw,ac,JH
73,January,30,2019,1,0,0,0,0,0,0,0,0,120,0,0,0,n,,,,,,,,jw,ac,JH
73,February,2,2019,4,0,0,0,0,0,0,0,0,2,2,2,4,n,,,,,,1,,jw,ac,JH
73,February,6,2019,8,0,0,0,0,0,0,0,0,0,2,0,0,n,,,,,,1,,jw,ac,JH
73,February,9,2019,11,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.9,,jw,ac,JH
73,February,13,2019,15,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.8,,jw,ac,JH
73,February,16,2019,18,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.72,,jw,ac,JH
73,February,20,2019,22,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.76,,jw,ac,JH
73,February,23,2019,25,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.7,,jw,ac,JH
73,February,27,2019,29,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.64,3 daphnia ,jw,ac,JH
73,March,2,2019,32,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.64,,jw,ac,JH
73,March ,6,2019,36,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.59,,jw,ac,JH
73,March,9,2019,39,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.54,2 adult daphnia when filtered,jw,ac,JH
74,January,30,2019,1,10,0,0,0,0,0,0,0,60,0,0,0,n,,,,,,,,jw,ac,JH
74,February,2,2019,4,1,0,0,0,1,0,0,0,0,0,0,0,n,,,,,,1,,jw,ac,JH
74,February,6,2019,8,0,1,0,0,1,0,1,1,0,0,0,0,n,,,,,,1,,jw,ac,JH
74,February,9,2019,11,0,2,0,2,2,2,2,8,0,0,0,1,n,,,,,,0.9,,jw,ac,JH
74,February,13,2019,15,4,8,8,6,4,7,6,3,0,0,0,0,n,,,,,,0.78,,jw,ac,JH
74,February,16,2019,18,11,33,13,29,13,39,15,27,0,1,0,0,n,,,,,,0.74,,jw,ac,JH
74,February,20,2019,22,10,34,4,48,10,31,13,32,0,0,0,0,n,,,,,,0.7,,jw,ac,JH
74,February,23,2019,25,13,10,17,18,25,27,21,26,0,0,0,0,n,,,,,,0.64,,jw,ac,JH
74,February,27,2019,29,42,65,55,68,58,62,67,81,0,0,0,0,n,,,,,,0.6,,jw,ac,JH
74,March,2,2019,32,57,72,45,75,51,68,51,82,0,0,0,0,n,,,,,,0.56,,jw,ac,JH
74,March ,6,2019,36,87,122,88,121,114,141,72,171,0,0,0,0,n,,,,,,0.5,,jw,ac,JH
74,March,9,2019,39,99,89,119,137,118,121,133,129,0,0,0,0,n,,,,,,0.48,had to add water before counting just because so many ,jw,ac,JH
75,January,30,2019,1,10,0,0,0,0,0,0,0,60,0,0,0,n,,,,,,,,jw,ac,JH
75,February,2,2019,4,0,0,0,0,1,0,0,0,1,0,1,0,n,,,,,,1,,jw,ac,JH
75,February,6,2019,8,0,1,0,0,0,1,0,0,0,0,0,0,n,,,,,,0.95,,jw,ac,JH
75,February,9,2019,11,0,0,1,0,2,4,0,3,0,0,0,0,n,,,,,,0.9,,jw,ac,JH
75,February,13,2019,15,1,9,5,5,3,4,1,8,0,0,0,0,n,,,,,,0.72,,jw,ac,JH
75,February,16,2019,18,9,12,7,24,15,20,13,27,0,0,0,0,n,,,,,,0.7,,jw,ac,JH
75,February,20,2019,22,18,34,14,37,14,31,11,40,0,0,0,0,n,,,,,,0.6,,jw,ac,JH
75,February,23,2019,25,16,18,9,15,20,34,9,25,0,0,0,0,n,,,,,,0.58,,jw,ac,JH
75,February,27,2019,29,19,35,30,37,30,25,21,38,0,0,0,0,n,,,,,,0.48,,jw,ac,JH
75,March,2,2019,32,34,44,39,24,42,20,42,34,0,0,0,0,n,,,,,,0.54,,jw,ac,JH
75,March ,6,2019,36,36,32,30,23,51,33,41,41,0,0,0,0,n,,,,,,0.42,added water for counting ,jw,ac,JH
75,March,9,2019,39,43,20,59,20,34,17,36,19,0,0,0,0,n,,,,,,0.34,added water for counting,jw,ac,JH
78,January,30,2019,1,20,0,0,0,0,0,0,0,0,0,0,0,n,,,,,4,,,jw,ac,JH
78,February,2,2019,4,2,0,1,0,0,0,1,0,0,0,0,0,n,,,,,4,1,,jw,ac,JH
78,February,6,2019,8,2,1,1,2,1,2,1,1,0,0,0,0,n,,,,,4,1,,jw,ac,JH
78,February,9,2019,11,1,8,2,7,3,7,6,3,0,0,0,0,n,,,,,4,0.9,egg mass,jw,ac,JH
78,February,13,2019,15,10,23,4,21,7,27,2,15,0,0,0,0,n,,,,,,0.8,,L,ac,JH
78,February,16,2019,18,13,50,12,52,25,80,29,79,0,0,0,0,n,,,,,4,0.74,,jw,ac,JH
78,February,20,2019,22,19,65,5,57,16,63,22,67,0,0,0,0,n,,,,,4,0.74,5 juvenile snails,jw,ac,JH
78,February,23,2019,25,19,25,19,43,78,31,29,51,0,0,0,0,n,,,,,4,0.7,2 juvenile snails + egg mass,jw,ac,JH
78,February,27,2019,29,29,24,29,21,70,29,43,31,0,0,0,0,n,,,,,4,0.69,3 juvenile snails,jw,ac,JH
78,March,2,2019,32,43,16,54,25,44,16,44,24,0,0,0,0,n,,,,,4,0.62,6 juvenile snails,jw,ac,JH
78,March ,6,2019,36,49,28,42,25,35,27,44,24,0,0,0,0,n,,,,,4,0.5,,jw,ac,JH
78,March,9,2019,39,14,7,14,6,16,9,14,8,lost,0,lost,0,n,,,,,3,0.5,4 juvenile snails ,jw,ac,JH
79,January,30,2019,1,0,0,0,0,0,0,0,0,120,0,0,0,n,,,,,,,counted but forgot to dump?,jw,ac,JH
79,February,2,2019,4,0,0,0,0,0,0,0,0,4,2,0,3,n,,,,,,1,,jw,ac,JH
79,February,6,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,1,,jw,ac,JH
79,February,9,2019,11,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.85,,jw,ac,JH
79,February,13,2019,15,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.8,,jw,ac,JH
79,February,16,2019,18,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.7,,jw,ac,JH
79,February,20,2019,22,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.7,2 daphnia ,jw,ac,JH
79,February,23,2019,25,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.66,,jw,ac,JH
79,February,27,2019,29,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.58,,jw,ac,JH
79,March,2,2019,32,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.68,,jw,ac,JH
79,March ,6,2019,36,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.52,,jw,ac,JH
79,March,9,2019,39,0,0,0,0,0,0,0,0,0,0,0,0,y,copepod,1,adult daphnia,3,,0.4,,jw,ac,JH
80,January,30,2019,1,10,0,0,0,0,0,0,0,60,0,0,0,n,,,,,4,,,jw,ac,JH
80,February,2,2019,4,0,0,1,0,0,0,0,0,2,0,0,0,n,,,,,4,1,,jw,ac,JH
80,February,6,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,1,1,,jw,ac,JH
80,February,9,2019,11,2,5,2,0,0,3,2,0,0,0,0,0,n,,,,,1,0.95,,jw,ac,JH
80,February,13,2019,15,3,9,1,26,3,9,7,15,0,0,0,0,n,,,,,1,0.84,,jw,ac,JH
80,February,16,2019,18,10,22,16,20,8,24,10,26,0,0,0,0,n,,,,,1,0.78,,jw,ac,JH
80,February,20,2019,22,12,39,10,41,11,33,16,33,0,0,0,0,n,,,,,1,0.76,,jw,ac,JH
80,February,23,2019,25,32,30,25,44,25,52,23,35,0,0,0,0,n,,,,,1,0.7,,jw,ac,JH
80,February,27,2019,29,27,64,21,33,38,62,22,53,0,0,0,0,n,,,,,1,0.48,,jw,ac,JH
80,March,2,2019,32,25,31,27,34,30,38,35,42,0,0,0,0,n,,,,,1,0.68,,jw,ac,JH
80,March ,6,2019,36,10,11,12,19,7,19,18,14,0,0,0,0,n,,,,,1,0.54,,jw,ac,JH
80,March,9,2019,39,21,23,26,17,21,21,14,29,0,0,0,0,n,,,,,1,0.42,,jw,ac,JH
81,January,30,2019,1,20,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,,,jw,ac,JH
81,February,2,2019,4,0,0,0,0,0,0,1,0,0,0,0,0,n,,,,,,1.15,,jw,ac,JH
81,February,6,2019,8,2,0,0,1,0,1,1,0,0,0,0,0,n,,,,,,1,,jw,ac,JH
81,February,9,2019,11,3,3,2,8,1,3,1,6,0,0,0,0,n,,,,,,1,,jw,ac,JH
81,February,13,2019,15,2,13,8,17,0,13,7,11,0,0,0,0,n,,,,,,1,,jw,ac,JH
81,February,16,2019,18,17,60,10,54,5,42,12,59,0,0,0,0,n,,,,,,0.84,,jw,ac,JH
81,February,20,2019,22,25,28,14,35,27,44,10,38,0,0,0,0,n,,,,,,0.84,,jw,ac,JH
81,February,23,2019,25,36,18,28,22,47,12,31,18,0,0,0,0,n,,,,,,0.8,,jw,ac,JH
81,February,27,2019,29,38,28,19,18,21,12,36,11,0,0,0,0,n,,,,,,0.7,,jw,ac,JH
81,March,2,2019,32,59,34,69,47,67,46,92,67,0,0,0,0,n,,,,,,0.7,eggs ,jw,ac,JH
81,March ,6,2019,36,57,64,63,53,69,51,61,90,0,0,0,0,n,,,,,,0.78,,jw,ac,JH
81,March,9,2019,39,74,21,77,18,102,16,110,21,0,0,0,0,n,,,,,,0.6,,jw,ac,JH
82,January,30,2019,1,20,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,,,jw,ac,JH
82,February,2,2019,4,0,0,0,0,1,0,0,0,0,0,0,0,n,,,,,,1.2,,jw,ac,JH
82,February,6,2019,8,1,0,2,0,2,0,0,0,0,0,0,0,n,,,,,,0.95,,jw,ac,JH
82,February,9,2019,11,1,6,1,9,1,6,5,7,0,0,0,0,y,copepod,1,,,,1.1,,jw,ac,JH
82,February,13,2019,15,0,13,6,8,1,8,2,17,0,0,0,0,n,,,,,,,,jw,ac,JH
82,February,16,2019,18,18,43,11,57,13,69,10,74,0,0,0,0,n,,,,,,0.9,,jw,ac,JH
82,February,20,2019,22,12,31,24,67,18,35,11,52,0,0,0,0,n,,,,,,0.9,,jw,ac,JH
82,February,23,2019,25,31,19,24,8,33,11,52,15,0,0,0,0,y,copepod,12,,,,0.82,,jw,ac,JH
82,February,27,2019,29,38,8,32,8,39,7,46,20,0,0,0,0,n,,,,,,0.7,,jw,ac,JH
82,March,2,2019,32,77,24,57,32,71,31,70,36,0,0,0,0,y,copepod,13,,,,0.86,,jw,ac,JH
82,March ,6,2019,36,53,41,55,36,57,40,46,41,0,0,0,0,y,copepod,5,,,,0.7,,jw,ac,JH
82,March,9,2019,39,93,14,126,17,71,7,108,10,0,0,0,0,y,copepod,11,,,,0.58,,jw,ac,JH
83,February,2,2019,4,20,0,0,0,0,0,0,0,0,0,0,0,n,,,,,4,,,jw,ac,JH
83,February,6,2019,8,1,0,1,0,0,0,2,0,0,0,0,0,n,,,,,4,1.25,,jw,ac,JH
83,February,9,2019,11,2,0,0,0,1,0,1,0,0,0,0,0,n,,,,,4,1.1,,jw,ac,JH
83,February,13,2019,15,0,0,0,2,0,1,2,1,0,0,0,0,n,,,,,,1,,lsb,ac,JH
83,February,16,2019,18,2,6,1,10,6,10,5,4,0,0,0,0,n,,,,,2,0.9,,jw,ac,JH
83,February,20,2019,22,3,20,5,18,10,12,8,26,0,0,0,0,n,,,,,2,0.86,,jw,ac,JH
83,February,23,2019,25,4,9,9,23,7,36,10,28,0,0,0,0,y,copepod,3,,,2,0.82,,ac,ac,JH
83,February,27,2019,29,36,18,5,11,7,12,17,11,0,0,0,0,n,,,,,2,0.7,,jw,ac,JH
83,March,2,2019,32,23,24,22,20,32,15,26,16,0,0,0,0,y,copepod,12,,,2,0.82,,jw,ac,JH
83,March ,6,2019,36,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,,,jw,ac,JH
83,March,9,2019,39,27,26,19,35,22,11,28,24,0,0,0,0,y,copepod,10,,,1,0.62,,jw,ac,JH
83,March ,13,2019,43,41,21,57,22,49,24,30,23,0,0,0,0,y,copepod,19,,,1,0.5,,jw,ac,JH
84,February,2,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,4,,,jw,ac,JH
84,February,6,2019,5,1,0,1,0,2,0,0,0,0,0,0,0,n,,,,,4,1.3,,jw,ac,JH
84,February,9,2019,8,0,0,0,0,0,0,1,0,0,0,0,0,n,,,,,4,1,spilled 50ml,jw,ac,JH
84,February,13,2019,12,0,1,1,2,0,1,1,1,0,0,0,0,n,,,,,,0.82,,lsb,ac,JH
84,February,16,2019,15,4,15,1,9,5,10,6,6,0,0,0,0,n,,,,,4,0.84,,jw,ac,JH
84,February,20,2019,19,6,18,5,26,10,32,8,26,0,0,0,0,y,copepod,1,,,3,0.78,,jw,ac,JH
84,February,23,2019,22,6,21,5,27,6,28,8,34,0,0,0,0,n,,,,,3,0.8,,ac,ac,JH
84,February,27,2019,26,20,13,4,18,6,5,6,8,0,0,0,0,n,,,,,4,0.6,,jw,ac,JH
84,March,2,2019,29,16,19,14,13,37,25,27,24,0,0,0,0,n,,,,,3,0.68,,jw,ac,JH
